unique_id,metric,value,taxonomic_resolution,spatial_resolution,metric_class,influence_of_disturbance,ref_median,bound,metric_bde,upper,lower,score
west_102_x_2014,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_102_x_2015,rich_tol,6,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,0
west_102_x_2016,rich_tol,2,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_102_x_2017,rich_tol,4,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,38.1502890173411
west_103_x_2014,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_103_x_2015,rich_tol,2,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_103_x_2016,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_103_x_2017,rich_tol,5,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,0
west_104_x_2014,rich_tol,2,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_104_x_2015,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_104_x_2016,rich_tol,2,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_104_x_2017,rich_tol,3,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,95.9537572254335
west_105_x_2014,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_105_x_2015,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_105_x_2016,rich_tol,2,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_105_x_2017,rich_tol,3,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,95.9537572254335
west_106_x_2014,rich_tol,0,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_106_x_2015,rich_tol,0,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_106_x_2016,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_106_x_2017,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_107_x_2014,rich_tol,2,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_107_x_2015,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_108_x_2014,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_108_x_2015,rich_tol,0,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_108_x_2016,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_108_x_2017,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_109_x_2014,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_109_x_2015,rich_tol,1,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_109_x_2016,rich_tol,3,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,95.9537572254335
west_109_x_2017,rich_tol,6,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,0
west_110_r_2017,rich_tol,2,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_110_x_2016,rich_tol,2,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_110_x_2017,rich_tol,3,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,95.9537572254335
west_114_r_2016,rich_tol,5,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,0
west_ajc_x_2016,rich_tol,0,genus,coast,tolerance,increase,2.93,4.66,77.42,4.66,2.93,100
west_101_x_2014,pct_caecidotea,8.23529411764706,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_101_x_2015,pct_caecidotea,0.87719298245614,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_101_x_2016,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_101_x_2017,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_102_x_2014,pct_caecidotea,4.58715596330275,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_102_x_2015,pct_caecidotea,1.98019801980198,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_102_x_2016,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_102_x_2017,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_103_x_2014,pct_caecidotea,2.94117647058824,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_103_x_2015,pct_caecidotea,5.94059405940594,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_103_x_2016,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_103_x_2017,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_104_x_2014,pct_caecidotea,8.10810810810811,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_104_x_2015,pct_caecidotea,0.746268656716418,genus,coast,composition,increase,0,0.85,79.03,0.85,0,12.2036874451273
west_104_x_2016,pct_caecidotea,0.943396226415094,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_104_x_2017,pct_caecidotea,0.862068965517241,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_105_x_2014,pct_caecidotea,12.0689655172414,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_105_x_2015,pct_caecidotea,4.20168067226891,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_105_x_2016,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_105_x_2017,pct_caecidotea,4.20168067226891,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_106_x_2014,pct_caecidotea,1.66666666666667,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_106_x_2015,pct_caecidotea,1.63934426229508,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_106_x_2016,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_106_x_2017,pct_caecidotea,1.43884892086331,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_107_x_2014,pct_caecidotea,6.95652173913044,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_107_x_2015,pct_caecidotea,13.6842105263158,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_108_x_2014,pct_caecidotea,8.92857142857143,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_108_x_2015,pct_caecidotea,17.7570093457944,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_108_x_2016,pct_caecidotea,16.8674698795181,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_108_x_2017,pct_caecidotea,5.26315789473684,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_109_x_2014,pct_caecidotea,2.60869565217391,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_109_x_2015,pct_caecidotea,11.5384615384615,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_109_x_2016,pct_caecidotea,4.58715596330275,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_109_x_2017,pct_caecidotea,7.89473684210526,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_110_r_2017,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_110_x_2016,pct_caecidotea,3.6036036036036,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_110_x_2017,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_114_r_2016,pct_caecidotea,0.909090909090909,genus,coast,composition,increase,0,0.85,79.03,0.85,0,0
west_ajc_x_2016,pct_caecidotea,0,genus,coast,composition,increase,0,0.85,79.03,0.85,0,100
west_101_x_2014,gold,36.4705882352941,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,23.7628899409819
west_101_x_2015,gold,35.9649122807018,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,20.9752606433393
west_101_x_2016,gold,6.45161290322581,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_101_x_2017,gold,1.85185185185185,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_102_x_2014,gold,32.1100917431193,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_102_x_2015,gold,37.6237623762376,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,30.1199689980023
west_102_x_2016,gold,12.8787878787879,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_102_x_2017,gold,26.3636363636364,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_103_x_2014,gold,55.8823529411765,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,100
west_103_x_2015,gold,40.5940594059406,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,46.4942635388126
west_103_x_2016,gold,10.7843137254902,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_103_x_2017,gold,19.6261682242991,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_104_x_2014,gold,53.1531531531532,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,100
west_104_x_2015,gold,50,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,98.3461962513782
west_104_x_2016,gold,30.188679245283,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_104_x_2017,gold,60.3448275862069,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,100
west_105_x_2014,gold,44.8275862068966,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,69.832338516519
west_105_x_2015,gold,36.1344537815126,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,21.9098885419659
west_105_x_2016,gold,19.0909090909091,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_105_x_2017,gold,47.0588235294118,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,82.1324340099877
west_106_x_2014,gold,38.3333333333333,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,34.0316060271959
west_106_x_2015,gold,18.8524590163935,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_106_x_2016,gold,0.729927007299281,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_106_x_2017,gold,3.59712230215827,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_107_x_2014,gold,10.4347826086956,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_107_x_2015,gold,17.8947368421053,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_108_x_2014,gold,11.6071428571429,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_108_x_2015,gold,33.6448598130841,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,8.18555575018814
west_108_x_2016,gold,36.144578313253,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,21.9657018371169
west_108_x_2017,gold,11.4035087719298,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_109_x_2014,gold,15.6521739130435,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_109_x_2015,gold,37.5,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,29.4377067254686
west_109_x_2016,gold,39.4495412844037,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,40.1849023396013
west_109_x_2017,gold,20.1754385964912,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_110_r_2017,gold,9.44881889763779,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_110_x_2016,gold,21.6216216216216,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_110_x_2017,gold,17.3469387755102,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_114_r_2016,gold,29.0909090909091,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_ajc_x_2016,gold,17.6991150442478,family,sep,composition,decrease,50.3,32.16,69.57,50.3,32.16,0
west_101_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_101_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_101_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_101_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_102_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_102_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_102_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_102_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_103_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_103_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_103_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_103_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_104_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_104_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_104_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_104_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_105_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_105_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_105_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_105_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_106_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_106_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_106_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_106_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_107_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_107_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_108_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_108_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_108_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_108_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_109_x_2014,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_109_x_2015,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_109_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_109_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_110_r_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_110_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_110_x_2017,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_114_r_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_ajc_x_2016,rich_ephemeroptera,0,family,sep,richness/diversity,decrease,2,0,86.96,2,0,0
west_101_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_101_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_101_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_101_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_102_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_102_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_102_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_102_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_103_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_103_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_103_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_103_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_104_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_104_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_104_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_104_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_105_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_105_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_105_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_105_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_106_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_106_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_106_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_106_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_107_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_107_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_108_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_108_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_108_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_108_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_109_x_2014,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_109_x_2015,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_109_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_109_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_110_r_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_110_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_110_x_2017,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_114_r_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_ajc_x_2016,rich_filter,0,family,sep,ffg,decrease,2.31,0.04,84.78,2.31,0.04,0
west_101_x_2014,aspt_mod,3.16666666666667,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_101_x_2015,aspt_mod,3.35294117647059,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,11.7647058823529
west_101_x_2016,aspt_mod,2.3801652892562,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_101_x_2017,aspt_mod,2.97196261682243,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_102_x_2014,aspt_mod,3.26760563380282,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,5.95956692536169
west_102_x_2015,aspt_mod,4.64197530864198,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,99.4541026287058
west_102_x_2016,aspt_mod,3.22222222222222,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,2.87226001511715
west_102_x_2017,aspt_mod,3.75700934579439,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,39.2523364485981
west_103_x_2014,aspt_mod,4.55172413793104,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,93.3145672061928
west_103_x_2015,aspt_mod,4.78205128205128,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,100
west_103_x_2016,aspt_mod,3.83168316831683,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,44.3321883208729
west_103_x_2017,aspt_mod,3.30612244897959,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,8.57975843398583
west_104_x_2014,aspt_mod,3.48611111111111,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,20.8238851095994
west_104_x_2015,aspt_mod,4.32530120481928,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,77.9116465863453
west_104_x_2016,aspt_mod,4.8936170212766,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,100
west_104_x_2017,aspt_mod,5.21951219512195,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,100
west_105_x_2014,aspt_mod,2.51219512195122,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_105_x_2015,aspt_mod,4.33734939759036,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,78.7312515367593
west_105_x_2016,aspt_mod,4.95918367346939,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,100
west_105_x_2017,aspt_mod,3.60975609756098,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,29.2351086776174
west_106_x_2014,aspt_mod,1.48051948051948,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_106_x_2015,aspt_mod,2.2156862745098,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_106_x_2016,aspt_mod,1.86259541984733,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_106_x_2017,aspt_mod,1.62406015037594,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_107_x_2014,aspt_mod,2.51754385964912,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_107_x_2015,aspt_mod,2.56842105263158,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_108_x_2014,aspt_mod,2.21296296296296,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_108_x_2015,aspt_mod,2.53191489361702,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_108_x_2016,aspt_mod,3.03896103896104,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_108_x_2017,aspt_mod,2.07,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_109_x_2014,aspt_mod,2.53636363636364,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_109_x_2015,aspt_mod,2.9010989010989,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_109_x_2016,aspt_mod,3.81730769230769,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,43.3542647828362
west_109_x_2017,aspt_mod,2.24489795918367,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_110_r_2017,aspt_mod,2.34146341463415,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_110_x_2016,aspt_mod,4.31428571428571,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,77.1622934888241
west_110_x_2017,aspt_mod,2.87777777777778,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,0
west_114_r_2016,aspt_mod,3.87619047619048,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,47.3598963394882
west_ajc_x_2016,aspt_mod,3.76106194690265,family,sep,tolerance,decrease,4.65,3.18,63.04,4.65,3.18,39.52802359882
west_101_x_2014,hbi,6.36470588235294,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,0
west_101_x_2015,hbi,5.51754385964912,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,46.2778568041727
west_101_x_2016,hbi,6.01612903225807,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,0
west_101_x_2017,hbi,5.81481481481482,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,6.10610610610614
west_102_x_2014,hbi,5.61467889908257,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,33.1515001239772
west_102_x_2015,hbi,4.96039603960396,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,100
west_102_x_2016,hbi,5.42424242424242,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,58.886158886159
west_102_x_2017,hbi,4.87272727272727,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,100
west_103_x_2014,hbi,4.90196078431373,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,100
west_103_x_2015,hbi,5.02970297029703,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,100
west_103_x_2016,hbi,5.18627450980392,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,91.0439851616322
west_103_x_2017,hbi,5.38317757009346,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,64.4354635008841
west_104_x_2014,hbi,5.31531531531532,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,73.6060384709034
west_104_x_2015,hbi,5,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,100
west_104_x_2016,hbi,4.73584905660377,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,100
west_104_x_2017,hbi,4.83620689655172,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,100
west_105_x_2014,hbi,5.9051724137931,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,0
west_105_x_2015,hbi,5.25210084033613,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,82.1485350897116
west_105_x_2016,hbi,4.94545454545455,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,100
west_105_x_2017,hbi,5.69747899159664,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,21.9622984328867
west_106_x_2014,hbi,7.06666666666667,family,sep,tolerance,increase,5.12,5.86,76.09,5.86,5.12,0
